1;1;1;1;3;3;3;3;5;5;5;5;7;7;7;7;8;8;8;8;27;27;27;27
600.01;22941037.13;15.275407690341;19436700.18;600.01;28150295.62;19.674063195504;22611988.67;600;10033695941.52;99.7659637745965;23482483.25;600;8555171.4;0;8555171.4;600;8809664.96;0.032078064408037;8806838.99;600.02;40033345400.32;99.9416435839264;23362025.61
600;22150031.45;12.2497806656613;19436701.18;600;29569811.15;23.5301518995328;22611989.67;600;33137670.37;29.1365868879575;23482484.25;600;8562852.92;0.089695806663459;8555172.4;600;8818966.46;0.13750443495848;8806839.99;600.02;140042553408.45;99.9833179087061;23362026.61
600.01;22936715;15.25943370705;19436702.18;600.01;29573681.52;23.5401562882591;22611990.67;600.01;32379205.69;27.4766482080432;23482485.25;600;8567517.01;0.14407453157772;8555173.4;600;8816750.18;0.112390504411453;8806840.99;600.02;180037976040.86;99.9870238334579;23362027.61
600.01;140027823667.6;99.986119399223;19436703.18;600.01;29524846.78;23.4136866535163;22611991.67;600;33064177.23;28.9790697447214;23482486.25;600;8567517.01;0.144062859584559;8555174.4;600;8809664.96;0.032044010899601;8806841.99;600.02;160042961167.62;99.9854026516133;23362028.61
600.01;23769137.1;18.2271358937973;19436704.18;600;10028739628.31;99.7745280712427;22611992.67;600;29631353.7;20.7512168099158;23482487.25;600;8613859.42;0.681274410675248;8555175.4;600;8810860.9;0.045601786767513;8806842.99;600.02;420055348765.27;99.9944383449279;23362029.61
600;23484774.99;17.2369963592314;19436705.18;600;30449143.22;25.7384895639766;22611993.67;;;;23482488.25;600;8558784.8;0.042160190778484;8555176.4;600;8810860.9;0.045590437138787;8806843.99;600.01;28091748.73;16.83668099647;23362030.61
600;23235440.85;16.3488814114754;19436706.18;600;10027170680.59;99.7744927717869;22611994.67;;;;23482489.25;600;8563448.89;0.096590638961591;8555177.4;600;8877817.72;0.79943891886981;8806844.99;600.02;230037580516.89;99.9898442543355;23362031.61
600;24862583.3;21.823460798621;19436707.18;600;27325257.82;17.2487380761335;22611995.67;;;;23482490.25;600;8571130.41;0.186113257376042;8555178.4;600;8809664.96;0.031998606221695;8806845.99;600;27000364.87;13.4751225678529;23362032.61
600;24109274.21;19.3807826370066;19436708.18;600;28169493.32;19.728777464571;22611996.67;;;;23482491.25;600;8571130.41;0.186101590303533;8555179.4;600;8860200.98;0.602175843645481;8806846.99;600.01;130036550851.68;99.9820342561711;23362033.61
600;24239611.47;19.8142709339392;19436709.18;600;32026372.14;29.3956943635265;22611997.67;;;;23482492.25;600;8585213.59;0.349824610478899;8555180.4;600;8813686.86;0.077593748321569;8806847.99;600.01;10032349634.38;99.7671329702272;23362034.61
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;600.01;28023924117.66;32.20;600.00;23986336.96;18.92;;;;;;;;;;;;;;;;;
3;600.01;2029111652.68;37.99;600.00;2029028189.42;38.38;;;;;;;;;;;;;;;;;
7;600.00;8573383.55;0.21;600.00;8569941.62;0.17;;;;;;;;;;;;;;;;;
8;600.00;8813181.49;0.07;600.00;8834446.28;0.31;;;;;;;;;;;;;;;;;
27;600.02;188042436956.50;99.98;600.01;74032314623.31;66.01;;;;;;;;;;;;;;;;;
